precipitation_probability,temperature_c,wind_speed_mps,humidity_percent,cloudiness_percent,pressure_hpa,precipitation_mm,flood_label
18.0,7.1,6.3,85.5,100.0,1017.5,0.0,0
18.5,4.9,7.9,85.7,100.0,997.3,0.0,1
29.1,7.3,10.2,87.8,80.9,987.4,0.0,1
9.3,11.1,14.3,73.3,36.4,996.7,0.0,0
53.3,2.1,5.8,97.0,100.0,1012.5,1.8,1
20.5,11.3,14.4,69.6,39.7,998.8,0.0,0
23.5,10.0,15.3,94.0,75.0,996.0,0.1,1
27.3,9.9,5.9,96.4,84.7,1019.1,0.0,0
22.3,4.2,1.5,94.4,100.0,1028.8,0.0,0
19.1,6.2,4.0,68.3,100.0,1004.6,0.0,0
50.6,4.7,6.4,100.0,100.0,1008.2,2.5,1
15.6,9.2,7.7,97.4,87.2,1025.2,0.0,0
43.4,0.2,4.0,94.3,75.0,1012.6,0.8,0
20.1,4.7,7.3,83.9,70.0,1001.6,0.0,0
36.6,4.7,5.2,100.0,100.0,1027.3,1.1,1
31.0,7.6,11.2,100.0,100.0,1018.1,0.5,1
18.0,1.5,3.2,100.0,75.0,1019.9,0.3,0
19.4,6.4,9.8,85.2,75.0,1022.1,0.0,0
2.3,8.3,6.5,90.2,100.0,1031.4,0.0,0
18.0,3.2,3.2,89.3,75.0,1004.0,0.3,0
19.1,7.7,5.6,96.7,97.9,1028.8,0.0,1
15.5,9.3,11.1,78.1,89.6,1004.2,0.0,0
17.8,8.3,7.1,99.4,100.0,1036.0,0.0,1
27.6,8.7,6.8,100.0,100.0,1031.8,0.0,1
22.1,6.3,8.6,60.4,98.7,997.6,0.0,0
28.9,3.7,5.0,78.3,100.0,1006.5,1.0,0
14.2,8.8,8.5,79.0,99.4,1031.6,0.0,0
12.9,10.0,6.1,90.1,91.6,1030.8,0.0,0
10.2,9.8,15.0,60.2,28.5,994.9,0.0,1
4.2,3.3,0.0,66.3,10.2,1019.5,0.0,0
7.2,4.9,7.3,63.2,79.2,1009.8,0.0,0
11.5,3.2,6.0,82.7,36.2,1017.1,0.0,0
17.5,9.9,8.8,98.7,100.0,1035.6,0.0,1
37.3,3.2,2.3,100.0,75.0,1016.1,0.1,0
5.7,4.2,0.0,92.3,54.8,1024.9,0.0,0
10.3,6.5,3.5,87.6,90.6,1019.0,0.0,0
27.2,6.3,7.6,75.8,100.0,1006.7,0.0,0
6.3,8.4,13.2,89.0,57.7,984.6,0.0,1
21.9,9.3,4.8,91.8,100.0,1019.7,0.4,0
28.0,2.8,10.4,86.4,75.0,979.1,0.4,1
58.0,6.5,7.1,100.0,100.0,1004.9,0.0,1
18.0,5.4,5.3,86.1,75.0,1032.0,0.3,0
18.6,10.7,5.5,90.3,100.0,1025.3,0.0,0
29.3,4.8,5.6,100.0,100.0,1003.8,1.1,1
38.4,0.9,8.6,85.4,75.0,990.6,0.5,0
30.0,8.2,7.9,100.0,100.0,1023.2,4.9,1
49.1,6.7,9.4,97.9,100.0,1002.0,3.4,1
18.8,5.3,6.4,79.8,75.0,1022.5,0.4,0
22.1,7.1,7.2,99.9,100.0,1036.9,0.0,1
16.7,5.7,14.9,100.0,100.0,976.6,0.0,1
0.0,3.0,1.3,80.7,23.7,1018.6,0.0,0
28.5,5.4,12.8,86.9,97.8,1000.2,0.0,1
26.2,7.8,7.0,98.6,100.0,1025.8,0.0,1
25.4,4.2,3.8,82.8,100.0,1004.1,0.0,0
17.3,6.1,9.7,64.9,84.4,1000.8,0.0,0
26.6,2.7,3.8,100.0,89.7,1001.1,0.0,1
20.7,9.8,10.3,100.0,100.0,1019.8,0.0,1
27.1,10.2,7.8,97.3,98.6,1033.0,0.0,1
16.5,8.4,9.2,94.3,100.0,1018.4,0.0,0
14.5,10.1,4.4,99.2,79.4,1033.0,0.0,0
40.1,4.1,9.8,99.5,100.0,1002.1,1.6,1
21.5,8.4,4.8,100.0,100.0,1025.5,0.0,1
27.1,3.2,7.9,100.0,100.0,994.0,0.2,1
22.7,1.9,10.3,88.2,88.8,996.6,0.0,1
31.0,8.4,4.7,100.0,100.0,1029.6,0.7,1
7.3,2.8,5.5,74.0,91.3,1013.9,0.0,0
9.0,5.7,5.6,61.7,55.7,1010.2,0.0,0
30.8,5.1,12.1,79.0,75.0,1001.4,0.6,0
15.4,4.0,2.7,85.9,95.6,1001.2,0.0,1
25.8,6.6,5.4,96.2,100.0,1015.3,0.0,1
20.4,8.8,5.1,90.1,98.2,1024.7,0.0,0
12.8,2.9,0.0,85.7,43.6,1022.5,0.0,0
32.1,3.8,1.9,94.0,85.2,1022.7,0.0,0
20.1,6.2,1.6,73.5,74.8,1011.6,0.0,0
18.6,10.1,11.5,83.6,100.0,1003.8,0.0,0
12.2,3.2,5.1,82.4,100.0,1017.7,0.0,0
16.7,6.9,6.3,100.0,92.1,1023.0,0.0,0
13.7,8.9,14.5,79.5,32.8,985.5,0.0,0
19.7,7.4,5.0,100.0,100.0,1020.3,0.0,1
40.8,10.3,6.8,85.0,100.0,1023.6,0.0,0
22.7,7.0,8.2,100.0,100.0,1023.7,0.3,1
36.8,8.5,10.6,100.0,100.0,1022.6,2.1,1
32.2,9.0,8.7,100.0,93.1,1028.8,0.0,0
22.0,4.3,6.1,80.3,100.0,1013.0,0.0,0
41.5,8.2,10.1,100.0,100.0,987.2,0.1,1
19.8,3.5,0.0,73.6,81.8,1017.8,0.0,0
44.0,5.5,8.5,81.6,100.0,1003.3,0.0,0
13.6,9.4,7.7,100.0,100.0,1022.5,0.0,1
51.2,4.4,8.1,76.1,100.0,1012.0,4.0,0
0.0,5.1,10.7,95.5,98.7,1026.4,0.0,0
11.1,5.0,7.0,85.4,5.0,1002.3,0.0,0
14.5,2.5,1.4,72.7,82.8,1024.3,0.0,0
8.0,11.5,15.0,81.9,12.3,999.3,0.0,0
15.8,8.2,7.4,97.9,100.0,1025.6,0.0,1
55.3,10.2,6.5,100.0,100.0,1025.2,0.0,1
11.8,6.8,6.5,92.1,100.0,1006.7,0.0,0
22.6,6.1,9.7,98.7,98.1,1017.9,0.0,1
19.6,8.2,7.8,94.8,93.0,1019.4,0.0,0
20.9,9.2,6.2,100.0,88.1,1030.9,0.0,0
32.6,4.2,14.3,100.0,81.1,1019.7,0.0,0
43.9,10.1,10.9,100.0,100.0,1019.9,0.7,1
15.8,8.7,8.5,96.8,86.7,1028.2,0.0,0
35.8,6.3,8.7,85.8,92.0,989.0,0.4,1
36.5,2.0,3.8,100.0,100.0,1001.9,0.7,1
20.0,2.4,0.0,80.7,70.0,1016.4,0.0,0
38.9,9.5,7.2,100.0,100.0,1013.0,0.0,1
17.6,7.0,10.8,93.4,94.9,1023.3,0.0,0
20.4,2.3,5.4,60.4,83.0,1013.8,0.0,0
10.5,3.0,3.9,83.3,100.0,1021.4,0.0,0
16.1,8.4,8.1,82.3,100.0,1022.7,0.0,0
23.1,10.7,8.7,74.5,100.0,994.8,0.0,1
26.1,5.0,11.1,80.8,88.9,986.7,0.0,1
28.3,9.4,12.6,100.0,100.0,1021.4,0.4,1
19.8,3.3,9.4,73.0,60.3,998.2,0.0,0
23.3,9.4,7.0,96.4,100.0,1037.1,0.0,1
0.0,4.6,0.1,80.9,24.6,1020.8,0.0,0
20.8,7.5,7.0,72.8,77.6,1015.7,0.0,0
25.1,8.2,5.4,100.0,91.1,1032.0,0.0,0
4.0,6.0,4.0,66.3,37.8,1029.0,0.0,0
4.6,7.0,10.8,58.4,48.2,1021.2,0.0,0
24.0,7.1,4.8,81.0,100.0,1017.7,0.0,0
21.9,5.9,2.9,75.6,100.0,1009.3,0.0,0
30.8,8.6,7.4,96.0,100.0,1026.0,0.0,1
12.5,9.8,6.4,100.0,83.0,1026.0,0.0,0
36.2,9.7,9.0,94.3,98.0,1017.9,0.2,0
40.7,7.1,11.5,100.0,98.1,988.6,0.5,1
27.3,9.9,8.3,82.6,100.0,1022.1,0.7,0
26.0,8.0,6.1,100.0,86.6,1030.1,0.0,0
16.8,4.3,4.5,89.2,100.0,1016.5,0.0,0
33.5,4.7,4.7,95.5,100.0,1000.0,0.7,1
16.4,8.5,6.8,99.0,100.0,1023.2,0.0,1
21.1,7.8,9.7,89.1,99.7,1025.5,0.0,0
7.8,4.4,4.6,77.5,30.7,1029.0,0.0,0
24.3,6.0,5.8,92.7,100.0,1016.4,0.0,0
11.3,9.8,9.4,86.2,95.4,1027.8,0.0,0
9.2,2.9,4.7,80.5,100.0,1017.9,0.0,0
25.0,9.7,5.9,92.3,95.9,1024.8,0.0,0
15.8,2.0,0.4,89.2,39.9,1022.4,0.0,0
16.6,9.6,13.0,73.6,21.5,1003.5,0.0,0
26.3,10.3,10.9,100.0,100.0,1022.3,0.8,1
23.9,8.5,9.7,100.0,100.0,1031.6,1.3,1
39.5,8.3,10.3,70.0,100.0,992.8,1.7,1
18.6,3.6,0.7,85.1,71.2,1006.6,0.0,0
21.8,11.2,13.9,67.5,39.7,1002.2,0.0,0
12.6,8.7,6.1,88.6,84.1,1025.9,0.0,0
12.7,4.1,8.8,66.5,54.6,997.8,0.0,0
13.5,5.3,5.8,89.9,79.6,1007.6,0.0,0
20.7,8.2,14.4,74.9,70.0,990.5,0.0,0
3.3,6.6,11.1,82.1,94.1,1016.9,0.0,0
32.1,6.1,9.9,97.0,75.0,1013.1,0.3,0
38.3,1.7,8.8,87.6,82.3,997.5,0.4,0
18.0,8.2,4.1,100.0,100.0,1016.9,0.1,1
9.9,3.6,7.8,67.5,53.7,1003.7,0.0,0
29.2,5.8,10.4,99.3,100.0,1022.9,0.2,1
13.8,8.4,6.9,94.8,100.0,1020.9,0.0,0
23.0,4.4,7.8,82.3,59.9,995.4,0.0,0
22.4,10.0,4.4,96.0,99.7,1026.8,0.0,1
36.7,8.8,7.4,91.7,100.0,1018.6,0.0,0
28.9,6.7,7.9,100.0,100.0,1019.0,0.3,1
25.9,0.7,0.2,92.9,95.6,1008.1,0.4,0
28.9,2.6,3.5,81.0,100.0,993.2,0.2,1
21.8,5.2,4.8,84.7,99.9,1009.8,0.0,0
4.6,8.7,9.4,87.6,78.3,1019.1,0.0,0
24.8,10.0,13.2,98.9,100.0,981.4,0.1,1
22.2,8.6,6.7,90.4,100.0,1025.1,0.0,0
22.6,8.9,7.0,85.6,93.7,1031.5,0.0,0
21.2,4.9,6.5,74.2,95.1,1013.0,0.0,0
38.3,9.5,9.4,98.1,100.0,1018.7,0.0,1
23.9,7.6,8.2,100.0,100.0,1017.6,0.2,1
20.6,3.2,5.1,93.3,94.2,1002.7,0.0,0
15.5,5.3,4.2,76.8,87.7,1004.2,0.0,0
19.9,9.9,13.6,77.8,24.6,1008.2,0.0,0
12.3,4.0,5.9,82.0,19.8,1029.4,0.0,0
6.9,6.4,5.1,73.6,55.7,1026.0,0.0,0
22.4,3.3,0.0,71.6,47.6,1012.7,0.0,0
21.7,8.4,10.0,96.9,84.5,1017.2,0.0,0
30.1,8.9,9.0,92.4,94.2,1006.2,0.1,0
15.9,8.3,8.0,87.9,93.3,997.8,0.0,0
10.0,4.0,7.5,80.5,68.4,1002.5,0.0,0
25.4,9.4,6.6,89.1,100.0,1016.7,1.5,0
67.7,8.6,12.2,91.6,100.0,1020.4,0.0,0
23.1,7.3,12.9,81.1,100.0,1000.1,0.0,0
37.0,2.3,11.2,84.7,75.0,972.4,0.2,0
47.6,8.4,9.6,100.0,100.0,1006.5,2.8,1
18.0,6.2,7.9,66.6,26.1,1004.7,0.0,0
11.9,8.8,8.8,96.6,97.6,1024.1,0.0,1
18.6,8.8,4.1,92.3,100.0,1032.7,0.0,0
7.3,4.3,3.5,81.7,22.8,1025.6,0.0,0
21.3,10.7,13.7,55.7,63.5,990.5,0.0,0
25.6,7.9,5.4,73.9,100.0,1009.7,0.0,0
40.5,7.9,9.5,100.0,100.0,1008.6,0.4,1
25.3,7.1,8.4,100.0,100.0,1029.1,0.1,1
29.7,5.8,9.4,82.4,75.0,983.5,0.2,0
51.4,1.4,8.5,87.4,100.0,1010.2,0.6,0
31.9,3.3,2.4,91.8,100.0,1003.8,0.1,1
25.8,3.1,0.3,88.5,85.1,1016.3,0.0,0
13.4,7.7,9.6,100.0,100.0,1025.8,0.0,1
46.3,6.9,14.9,100.0,98.7,1014.0,3.3,1
16.1,5.0,0.0,77.2,81.5,1014.2,0.0,0
13.3,4.2,3.7,77.8,82.9,1028.2,0.0,0
11.1,5.4,6.5,73.1,100.0,1028.2,0.0,0
23.7,3.8,3.1,100.0,100.0,1003.3,0.0,1
40.1,7.3,8.3,100.0,100.0,989.8,0.9,1
18.4,8.6,5.6,97.7,100.0,1028.5,0.0,1
30.5,6.7,11.7,100.0,75.0,989.7,0.1,1
18.4,10.1,7.6,96.8,98.8,1019.3,0.0,1
6.8,6.1,4.4,78.3,33.9,1026.2,0.0,0
13.6,7.6,6.9,100.0,96.5,1031.8,0.0,1
4.5,7.4,6.6,95.9,84.4,1032.9,0.0,0
27.4,6.2,4.9,71.5,73.7,1008.8,0.0,0
7.9,4.3,10.2,69.0,100.0,1005.0,0.0,0
31.1,9.8,8.1,100.0,100.0,982.3,0.0,1
24.0,8.0,6.7,92.7,100.0,1031.0,0.0,0
26.1,10.2,11.0,80.1,95.4,991.6,0.0,1
14.1,6.1,1.6,76.4,97.2,1009.9,0.0,0
54.5,7.9,4.8,82.1,100.0,1002.5,0.0,0
8.8,7.9,9.8,86.4,96.9,1022.5,0.0,0
49.0,6.5,11.6,96.0,100.0,980.3,4.1,1
31.1,6.2,12.6,99.4,98.1,1020.5,0.1,1
56.8,4.7,8.2,100.0,100.0,994.7,4.8,1
56.8,3.7,5.8,76.1,100.0,1008.2,0.0,0
19.3,6.4,5.1,96.6,99.0,1008.6,0.0,1
11.2,5.3,3.5,60.8,42.3,1019.7,0.0,0
17.4,7.6,13.0,58.8,20.1,998.0,0.0,0
30.2,10.4,8.6,91.5,79.0,988.7,0.0,1
9.8,2.4,0.9,78.4,100.0,1022.0,0.0,0
14.1,9.4,7.8,93.2,100.0,1024.2,0.0,0
7.3,6.3,9.5,71.9,39.5,1013.9,0.0,0
23.3,5.0,8.7,77.1,85.5,993.3,0.0,0
20.0,7.2,9.0,100.0,100.0,1020.9,0.0,1
23.5,9.2,6.2,98.1,92.8,1031.7,0.0,0
25.4,6.9,4.1,100.0,93.5,1009.0,0.0,0
11.9,4.6,2.7,96.7,89.5,1024.3,0.0,0
22.6,4.1,11.3,100.0,100.0,995.3,0.1,1
18.3,9.1,5.3,96.0,72.1,1023.2,0.0,0
5.2,8.9,7.5,99.0,78.3,1029.1,0.0,0
22.6,3.3,3.9,86.0,85.8,1003.3,0.0,0
12.7,9.1,7.8,85.9,98.5,1021.8,0.0,0
23.3,9.5,6.8,96.7,100.0,1032.0,0.0,1
39.0,9.2,7.9,100.0,100.0,1016.2,0.1,1
26.1,8.7,8.3,100.0,100.0,1030.7,0.0,1
8.2,8.3,12.8,88.3,35.2,987.6,0.0,1
24.1,8.4,9.4,99.2,80.7,1014.3,1.4,0
18.4,3.6,2.1,83.3,100.0,1016.8,0.0,0
24.9,7.1,5.5,100.0,92.9,1036.1,0.0,0
28.3,3.6,2.1,82.9,98.2,1006.5,0.0,0
13.2,8.6,9.2,93.5,92.0,1035.7,0.0,0
19.8,8.2,7.6,100.0,90.9,1030.0,0.0,0
11.5,2.6,4.5,74.5,76.9,1020.4,0.0,0
44.1,5.7,4.0,100.0,100.0,1009.3,0.6,1
15.4,9.3,7.8,100.0,100.0,1029.7,0.0,1
25.1,7.0,7.8,100.0,100.0,1022.0,0.1,1
17.4,6.3,10.6,76.9,57.0,1007.3,0.0,0
37.8,9.2,8.6,100.0,100.0,1024.0,0.9,1
25.5,3.5,1.4,76.1,95.6,1023.1,0.0,0
25.6,6.0,13.7,93.7,95.1,988.4,0.5,1
12.2,5.1,1.4,93.6,30.1,1025.3,0.0,0
23.7,7.9,7.3,100.0,100.0,1026.3,0.4,1
24.7,4.7,4.7,100.0,100.0,1006.6,0.3,1
18.2,9.2,8.7,100.0,89.3,1019.7,0.0,0
27.0,6.6,7.1,91.8,88.8,1011.0,0.0,0
16.5,9.7,4.2,100.0,98.4,1024.9,0.0,1
2.7,3.7,11.9,83.5,99.9,987.2,0.0,1
7.9,3.8,0.0,82.4,44.9,1022.9,0.0,0
0.0,3.9,1.0,85.6,55.6,1025.6,0.0,0
41.0,5.0,8.7,93.6,91.8,986.4,0.0,1
28.8,7.0,7.5,80.4,96.4,1028.3,0.0,0
29.1,8.7,8.3,88.7,100.0,1023.3,0.9,0
41.9,9.1,9.5,97.5,100.0,1001.2,2.8,1
45.8,7.6,8.2,100.0,100.0,1007.8,0.1,1
17.6,8.4,6.6,100.0,99.6,1027.3,0.0,1
11.6,7.5,6.7,98.5,100.0,1033.8,0.0,1
43.2,4.5,4.5,90.3,100.0,1011.0,0.6,0
25.4,6.5,4.0,97.7,100.0,1027.3,0.2,1
45.9,7.6,8.6,100.0,100.0,1020.2,0.0,1
10.1,11.0,14.6,75.2,27.0,998.7,0.0,0
42.8,9.0,6.7,100.0,100.0,1016.1,4.7,1
12.6,8.5,8.3,93.0,70.6,1023.9,0.0,0
14.2,7.5,8.8,100.0,94.6,1026.9,0.0,0
0.0,2.0,0.0,76.1,32.0,1025.5,0.0,0
20.0,6.3,8.8,81.2,70.0,1003.2,0.0,0
26.4,7.2,6.4,100.0,100.0,1029.2,0.0,1
36.6,7.2,7.1,93.8,86.6,1009.8,2.5,0
14.7,8.4,9.9,100.0,99.7,1030.8,0.0,1
10.7,3.4,5.4,82.2,34.3,1024.7,0.0,0
53.8,9.9,11.8,100.0,100.0,1014.1,1.7,1
24.8,2.8,7.1,92.2,87.5,999.5,0.0,0
11.1,2.4,2.0,64.3,60.6,1023.8,0.0,0
8.0,7.6,8.0,81.9,83.3,1024.4,0.0,0
22.3,7.9,4.2,100.0,90.1,1036.1,0.0,0
24.2,9.5,9.9,78.9,100.0,1008.9,0.0,0
39.5,8.5,7.2,91.2,100.0,1019.9,0.1,0
21.4,7.9,5.0,100.0,100.0,1034.2,0.0,1
46.1,1.7,4.0,97.3,100.0,999.4,0.1,1
10.6,8.4,11.1,84.5,90.3,1023.7,0.0,0
23.1,9.3,11.4,98.8,100.0,987.3,0.0,1
12.0,6.3,11.8,67.4,93.2,998.9,0.0,0
40.1,2.8,13.5,94.9,100.0,985.4,0.3,1
18.3,8.7,8.6,82.9,81.8,1026.4,0.0,0
13.2,9.3,8.9,100.0,100.0,1023.0,0.0,1
11.7,8.7,12.9,88.8,45.3,984.2,0.0,1
10.1,9.7,4.6,91.6,82.7,1025.2,0.0,0
21.0,7.1,7.3,95.5,100.0,1029.3,2.3,1
30.9,6.8,8.7,51.1,99.4,1009.1,0.0,0
14.4,8.8,7.4,100.0,100.0,1029.4,0.0,1
12.1,7.8,6.1,92.7,94.8,1031.1,0.0,0
24.1,7.2,9.9,100.0,100.0,1014.7,0.3,1
18.0,9.1,8.7,97.4,100.0,1022.7,0.1,1
25.6,7.5,9.1,100.0,100.0,1018.4,0.4,1
25.1,6.2,6.4,100.0,100.0,1029.0,0.0,1
30.8,7.5,8.5,100.0,100.0,1025.3,0.1,1
45.4,6.1,10.5,99.4,87.4,1019.6,0.0,1
30.1,5.6,2.7,71.6,100.0,1010.9,1.9,0
18.9,8.6,6.1,100.0,92.6,1031.1,0.0,0
38.4,5.7,2.7,95.4,97.8,1016.7,0.0,1
31.8,6.6,12.0,70.0,100.0,1007.7,0.4,0
12.4,6.1,9.3,82.0,56.4,1023.4,0.0,0
10.2,2.1,2.2,93.9,100.0,1013.0,0.0,0
17.5,8.0,8.1,85.8,85.7,1028.8,0.0,0
18.0,2.7,3.5,87.0,75.0,1023.4,0.2,0
30.4,5.7,7.3,71.1,96.7,1024.7,0.0,0
3.9,6.6,3.3,74.6,21.3,1017.2,0.0,0
26.7,7.2,14.3,100.0,75.0,984.6,0.4,1
5.8,5.7,4.9,73.4,39.3,1027.5,0.0,0
32.3,7.1,3.9,92.0,70.0,1014.4,0.0,0
16.0,7.5,9.2,100.0,98.2,1020.3,0.0,1
15.8,6.9,8.0,70.4,85.1,1019.3,0.0,0
20.6,9.3,10.8,100.0,90.4,1019.7,0.0,1
20.3,8.4,13.3,87.3,92.2,998.1,0.1,1
15.7,8.2,6.9,100.0,100.0,1020.6,0.0,1
9.2,6.8,10.9,62.0,31.4,998.9,0.0,0
12.0,7.8,8.1,80.7,100.0,1032.7,0.0,0
33.5,6.6,5.3,92.4,100.0,1000.6,1.2,1
25.7,11.5,7.5,100.0,100.0,1030.3,0.1,1
21.2,2.9,10.1,79.7,75.9,1004.8,0.0,0
19.8,6.7,9.5,56.4,81.8,1007.3,0.0,0
19.8,9.0,6.3,95.9,100.0,1042.6,0.0,1
10.7,9.6,11.4,97.4,100.0,1019.8,0.0,1
36.9,5.3,9.4,87.8,100.0,992.7,0.7,1
20.0,8.8,9.9,93.6,100.0,1025.2,0.0,0
42.3,6.7,9.8,100.0,100.0,985.7,0.2,1
48.2,4.5,8.8,100.0,100.0,1006.5,1.5,1
21.3,4.9,2.4,75.9,100.0,1002.5,0.0,0
21.0,10.0,9.8,99.2,97.2,970.9,0.0,1
11.3,4.6,2.9,75.2,83.0,1002.2,0.0,0
5.2,8.0,7.3,74.6,100.0,1019.4,0.0,0
21.9,8.7,9.2,100.0,100.0,1018.8,0.8,1
17.0,6.6,6.2,92.9,94.2,1010.6,0.0,0
40.2,7.0,7.4,100.0,100.0,1025.8,0.2,1
15.4,8.2,6.3,69.0,100.0,1015.5,0.0,0
13.4,10.3,10.1,96.0,100.0,1023.9,0.0,1
2.6,9.4,11.4,100.0,88.5,1022.3,0.0,1
18.9,5.8,8.9,79.0,90.2,1011.9,0.0,0
11.4,7.5,4.4,51.8,89.0,1024.2,0.0,0
18.0,6.6,7.9,87.3,75.0,1009.3,0.6,0
34.1,6.5,7.4,100.0,100.0,1015.3,0.8,1
5.6,4.8,10.1,75.8,3.0,1005.0,0.0,0
19.7,4.8,12.5,100.0,94.1,1017.4,0.0,1
19.1,8.5,6.6,86.6,100.0,1020.5,0.0,0
40.1,5.7,8.9,77.2,83.7,999.1,3.3,0
21.7,6.2,11.0,100.0,100.0,1021.4,0.1,1
52.4,6.3,11.5,100.0,70.0,984.7,0.0,1
15.2,9.3,7.1,84.4,40.3,1022.0,0.0,0
24.1,6.8,2.8,83.3,100.0,1008.9,0.0,0
41.5,6.7,11.6,92.3,100.0,987.6,0.1,1
10.8,7.5,5.6,70.3,95.1,1016.8,0.0,0
36.1,7.6,6.9,93.3,100.0,1007.0,3.5,0
19.9,4.5,1.9,82.1,100.0,1028.1,0.0,0
11.5,4.7,6.6,99.0,90.7,1002.8,0.0,1
12.0,6.5,7.0,69.4,96.6,1018.0,0.0,0
3.9,8.3,15.5,61.4,58.5,998.8,0.0,0
32.5,1.9,5.4,87.3,75.0,1019.6,0.8,0
24.4,8.9,12.6,89.7,75.0,994.4,2.0,1
15.2,3.4,0.2,89.4,24.5,1018.8,0.0,0
22.9,3.4,11.5,78.6,51.1,991.0,0.0,0
12.8,7.8,11.0,85.5,86.3,991.7,0.0,1
14.6,8.2,4.8,94.1,100.0,1020.9,0.0,0
19.1,10.1,7.0,100.0,77.0,1020.7,0.0,0
14.0,4.4,5.7,71.8,39.7,1030.2,0.0,0
41.5,8.5,7.2,100.0,97.5,1023.7,0.0,1
48.2,7.3,13.8,100.0,100.0,1014.8,1.5,1
29.4,10.6,16.2,71.8,53.9,1001.5,0.0,0
43.7,3.3,8.3,96.2,96.8,1003.9,1.2,1
19.1,5.6,12.8,64.1,32.5,999.1,0.0,0
13.4,9.0,8.1,84.1,99.4,1023.6,0.0,0
18.8,4.3,5.3,82.0,75.0,1032.0,2.0,0
18.2,8.9,6.2,100.0,95.9,1030.3,0.0,1
24.5,7.1,9.6,90.7,100.0,1021.9,0.7,0
15.4,8.0,6.7,96.6,94.7,1023.8,0.0,0
17.6,4.1,0.0,77.2,20.1,1016.6,0.0,0
28.9,4.6,4.8,78.0,100.0,1007.8,1.0,0
34.2,4.5,4.3,83.5,70.0,1020.3,0.0,0
37.4,11.5,9.3,100.0,100.0,981.8,0.0,1
45.6,8.4,6.4,100.0,100.0,1027.3,1.1,1
36.1,7.5,10.9,73.1,70.0,1000.3,0.0,0
21.7,10.1,8.1,100.0,100.0,1023.5,0.0,1
14.0,4.3,0.0,69.4,92.0,1014.7,0.0,0
37.1,9.9,10.4,98.7,98.8,1029.0,0.9,1
18.3,9.7,8.9,100.0,100.0,1026.7,0.0,1
16.0,7.3,7.9,95.0,96.7,1027.7,0.0,1
23.3,8.7,8.4,100.0,100.0,1018.2,0.0,1
34.6,7.5,10.1,90.3,100.0,1021.5,0.8,0
13.7,7.9,8.2,89.2,100.0,1024.8,0.0,0
16.6,5.1,3.3,78.5,33.8,1023.8,0.0,0
49.8,4.4,2.1,100.0,100.0,1011.0,1.9,1
13.8,8.1,13.8,62.5,11.1,998.4,0.0,0
8.6,8.7,8.9,96.9,91.3,1017.6,0.0,0
40.4,1.2,10.6,92.6,100.0,988.2,0.2,1
11.0,7.1,6.6,89.3,100.0,1024.9,0.0,0
26.0,8.3,6.3,98.2,84.2,1029.4,0.0,0
43.6,4.0,10.7,100.0,100.0,1001.2,0.4,1
30.5,5.8,12.6,86.1,77.9,980.7,0.7,1
30.5,10.2,6.9,100.0,100.0,1031.5,0.0,1
34.6,3.5,11.4,96.8,100.0,989.2,0.0,1
19.2,7.9,9.9,52.8,94.2,1011.3,0.0,0
24.2,8.7,6.5,90.9,100.0,1025.5,0.0,0
20.0,1.7,0.0,75.6,70.0,1023.1,0.0,0
29.3,7.3,11.2,92.1,100.0,1018.0,0.6,0
16.3,6.0,7.8,69.7,100.0,1025.0,0.0,0
55.5,6.7,9.9,100.0,100.0,1013.2,7.2,1
16.1,8.3,8.3,100.0,92.8,993.9,0.0,1
44.0,4.4,3.7,100.0,100.0,1012.9,2.8,1
11.9,10.6,14.5,66.5,25.4,996.4,0.0,0
37.6,5.4,7.2,100.0,100.0,1019.9,0.0,1
35.5,6.9,6.9,100.0,100.0,993.5,0.0,1
17.6,2.4,0.0,70.7,95.5,1021.1,0.0,0
26.1,8.0,10.1,100.0,100.0,1018.4,0.0,1
14.6,9.5,5.3,100.0,100.0,1025.9,0.0,1
18.6,9.0,10.4,81.4,98.3,1014.8,0.0,0
50.9,4.2,5.8,100.0,100.0,994.3,0.7,1
21.1,8.9,7.0,89.0,98.0,1028.3,0.0,0
45.6,5.6,2.4,88.8,100.0,1024.6,0.0,0
14.2,9.1,8.4,96.2,100.0,1012.8,0.0,1
25.5,9.2,6.0,89.7,96.1,1020.5,0.0,0
9.4,6.2,6.7,85.6,89.0,1023.6,0.0,0
10.6,8.4,6.9,100.0,89.1,1028.2,0.0,0
22.7,5.7,6.2,77.1,100.0,1005.1,0.0,0
16.9,9.5,6.8,81.5,100.0,1031.8,0.0,0
16.4,8.8,9.0,86.5,100.0,1016.4,0.0,0
11.1,4.2,3.9,88.6,100.0,1012.8,0.0,0
41.0,6.4,13.7,91.3,70.0,982.0,0.0,1
26.0,6.4,8.3,88.9,100.0,1016.0,0.7,0
9.0,2.6,0.0,78.9,46.9,1016.7,0.0,0
18.5,9.2,14.5,92.2,28.7,975.7,0.0,1
23.7,3.8,2.5,94.7,100.0,1009.8,0.0,0
19.4,6.6,8.0,68.5,100.0,1017.4,0.0,0
19.8,8.4,7.6,88.5,94.0,1011.2,0.0,0
13.7,8.7,9.1,95.9,95.4,1032.2,0.0,1
41.6,6.9,6.6,100.0,100.0,1015.4,0.5,1
25.2,7.4,10.1,87.9,100.0,988.1,0.0,1
33.8,8.6,14.4,99.1,75.0,977.8,1.1,1
25.6,7.2,14.3,78.1,80.8,1000.2,0.2,0
